Locus	Annotation (TAIR10)	Mapman Category	GO term biological process	Mean Day 0 MD	Mean Day 0 MN	Mean Day 4 MD	Mean Day 4 MN	Mean Day 9 MD	Mean Day 9 MN	Mean Day 12 MD	Mean Day 12 MN	Mean Day 2rek MD	Mean Day 2rek MN
AT4G16830	Hyaluronan / mRNA binding family	RNA.RNA binding		324.33	398	324.67	398.67	348.33	489.33	351.33	519.33	307.67	449.33
AT5G61030	glycine-rich RNA-binding protein 3	RNA.RNA binding	response to cold; histone lysine methylation; regulation of flower development; vegetative to reproductive phase transition of meristem; protein targeting to mitochondrion; pyrimidine ribonucleotide biosynthetic process	342	243.33	326.67	169.33	365.67	149.33	453.33	110.67	509.67	194.33
AT1G60000	RNA-binding (RRM/RBD/RNP motifs) family protein	RNA.RNA binding	; cysteine biosynthetic process	147	275.33	151.33	317	162.33	400	129.67	431.67	120.33	331
AT3G46780	plastid transcriptionally active 16	RNA.transcription	glucosinolate biosynthetic process; ncRNA metabolic process; photosynthesis; circadian rhythm; photosynthesis. light reaction; chloroplast relocation; pentose-phosphate shunt; response to red light; thylakoid membrane organization; chlorophyll biosynthetic process; rRNA processing; response to far red light; carotenoid biosynthetic process; response to blue light; stomatal complex morphogenesis	644.33	299	670.33	372	276.67	319.33	201	373.67	524.67	320
AT2G24120	DNA/RNA polymerases superfamily protein	RNA.transcription	transcription. DNA-dependent	59	84.33	85	81.33	260.33	308.33	304	379	66.67	194.67
AT4G35800	RNA polymerase II large subunit	RNA.transcription	vegetative to reproductive phase transition of meristem; DNA methylation; transcription from RNA polymerase II promoter; RNA splicing. via endonucleolytic cleavage and ligation; protein desumoylation; hydrogen peroxide biosynthetic process; gene silencing by RNA; transcription. DNA-dependent	73.67	149	110.67	156.67	117	204.33	136	267.33	102	252.33
AT3G01910	sulfite oxidase	S-assimilation	sulfur compound metabolic process; oxidation-reduction process; response to sulfur dioxide; chlorophyll metabolic process	100	199	107.33	204	141.33	210.33	152.67	205.67	128.33	198.67
AT5G04590	sulfite reductase	S-assimilation	Golgi organization; response to salt stress; water transport; sulfur compound metabolic process; sterol biosynthetic process; indoleacetic acid biosynthetic process; response to cold; sulfate reduction; glycolysis; response to cadmium ion; hyperosmotic response; glucosinolate biosynthetic process; response to temperature stimulus; cysteine biosynthetic process	194	146.33	249.33	193.67	145.67	129	166	86.67	185	157
AT2G26250	3-ketoacyl-CoA synthase 10	secondary metabolism.isoprenoids	epidermal cell differentiation; response to karrikin; very long-chain fatty acid metabolic process; fatty acid biosynthetic process; metabolic process; response to light stimulus; response to cold; cuticle development; lipid biosynthetic process	136.33	384	141	296.67	140.67	424.67	155.67	374	167	436.33
AT3G63520	carotenoid cleavage dioxygenase 1	secondary metabolism.isoprenoids	response to water deprivation; pentose-phosphate shunt; PSII associated light-harvesting complex II catabolic process; carotenoid catabolic process; xanthophyll catabolic process; carotenoid biosynthetic process; unsaturated fatty acid biosynthetic process; isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway; cellular lipid catabolic process; carotene catabolic process; phosphatidylglycerol biosynthetic process; chlorophyll biosynthetic process	345	459.67	342.67	401	390.67	639.67	366.67	499	295	546.33
AT5G57030	Lycopene beta/epsilon cyclase protein	secondary metabolism.isoprenoids	stomatal complex morphogenesis; xanthophyll biosynthetic process; carotenoid biosynthetic process; photosynthesis. light harvesting; carotene biosynthetic process	104	219.67	114.67	232	104.33	214	95.67	234	83	255.67
AT4G14210	phytoene desaturase 3	secondary metabolism.isoprenoids	oxidation-reduction process; carotenoid biosynthetic process; carotene biosynthetic process; protein autophosphorylation; regulation of proton transport	156.67	410	152	448.67	116.33	449	89	466.33	131	417.33
AT5G17230	PHYTOENE SYNTHASE	secondary metabolism.isoprenoids	biosynthetic process; chlorophyll biosynthetic process; carotenoid biosynthetic process; unsaturated fatty acid biosynthetic process; phosphatidylglycerol biosynthetic process; isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway	334.33	377.33	303.67	323.33	152.33	245.33	102	247	353.67	395
AT1G08550	non-photochemical quenching 1	secondary metabolism.isoprenoids	xanthophyll cycle; jasmonic acid biosynthetic process; sulfur amino acid metabolic process; nucleotide metabolic process; isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway; positive regulation of transcription. DNA-dependent; xanthophyll metabolic process; response to heat; fatty acid metabolic process; carotenoid biosynthetic process; chlorophyll biosynthetic process; cellular amino acid biosynthetic process; coenzyme biosynthetic process; pentose-phosphate shunt; regulation of lipid metabolic process; sulfur compound biosynthetic process; lipoate metabolic process; vitamin metabolic process; phosphatidylglycerol biosynthetic process; rRNA processing; aromatic amino acid family metabolic process; oxidoreduction coenzyme metabolic process; cell differentiation; chlorophyll metabolic process; unsaturated fatty acid biosynthetic process; leaf morphogenesis; response to light stimulus; oxylipin biosynthetic process; oxidation-reduction process; glycine catabolic process; secondary metabolic process	63	260	70.33	273.67	145.33	391	105.33	330.33	48.67	376.67
AT3G04870	zeta-carotene desaturase	secondary metabolism.isoprenoids	carotenoid biosynthetic process; carotene biosynthetic process; oxidation-reduction process	115.67	368	125.67	303	143	327.33	140.67	261.67	151.33	313
AT1G17050	solanesyl diphosphate synthase 2	secondary metabolism.isoprenoids	plastoquinone biosynthetic process	188.67	340.67	189.67	300	206.67	311.33	159.67	269.67	186.33	371
AT1G74470	Pyridine nucleotide-disulphide oxidoreductase family protein	secondary metabolism.isoprenoids	chlorophyll biosynthetic process; oxidation-reduction process; photosynthesis; regulation of protein dephosphorylation; photosynthesis. light reaction; cofactor biosynthetic process; cysteine biosynthetic process; metabolic process	1802	321	1914	451.67	1134.67	179.33	801.67	177.33	1531	223.33
AT3G21500	1-deoxy-D-xylulose 5-phosphate synthase 1	secondary metabolism.isoprenoids	terpenoid biosynthetic process; aging	787.67	64.67	833.67	72	157	68	73.33	69	498.67	49.33
AT4G34350	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	secondary metabolism.isoprenoids	isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway; oxidation-reduction process; response to antibiotic	878.33	709	937.67	711.67	1290	938.67	1130	789.33	964.33	654
AT5G60600	4-hydroxy-3-methylbut-2-enyl diphosphate synthase	secondary metabolism.isoprenoids	cellular metabolic process; isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway; isoprenoid biosynthetic process; systemic acquired resistance. salicylic acid mediated signaling pathway; unsaturated fatty acid biosynthetic process; chlorophyll metabolic process; cellular amino acid biosynthetic process; aromatic amino acid family metabolic process; pentose-phosphate shunt; positive regulation of transcription. DNA-dependent; photosynthesis. light reaction; terpenoid biosynthetic process; sulfur amino acid metabolic process; regulation of translation; MAPK cascade; nucleotide metabolic process; secondary metabolic process; oxylipin biosynthetic process; regulation of plant-type hypersensitive response; sulfur compound biosynthetic process; oxidation-reduction process; chlorophyll biosynthetic process; glycine catabolic process; response to blue light; oxidoreduction coenzyme metabolic process; salicylic acid biosynthetic process; glucosinolate metabolic process; defense response to fungus; PSII associated light-harvesting complex II catabolic process; response to bacterium; coenzyme biosynthetic process; protein targeting to membrane; jasmonic acid mediated signaling pathway; defense response to bacterium; response to far red light; regulation of hydrogen peroxide metabolic process; carotenoid biosynthetic process; lipoate metabolic process; starch biosynthetic process; jasmonic acid biosynthetic process; response to light stimulus; defense response. incompatible interaction; response to sucrose stimulus; regulation of proton transport; response to chitin; vitamin metabolic process; phosphatidylglycerol biosynthetic process; plastid organization; response to cold; regulation of lipid metabolic process; response to red light; regulation of multi-organism process; response to high light intensity; detection of biotic stimulus; negative regulation of defense response	911.33	681.33	1035.67	611	1038	498	1105.67	483	932.33	677
AT3G63410	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	secondary metabolism.isoprenoids	metabolic process; plastoquinone biosynthetic process; phosphatidylglycerol biosynthetic process; isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway; vitamin E biosynthetic process; glucosinolate biosynthetic process	903.67	407	893	409.33	1056.67	549	938.67	489.33	698.33	504
AT5G54160	O-methyltransferase 1	secondary metabolism.phenylpropanoids	positive regulation of flavonoid biosynthetic process; polyamine catabolic process; cellular modified amino acid biosynthetic process; flavonol biosynthetic process; sterol biosynthetic process; lignin biosynthetic process; phenylpropanoid metabolic process; coumarin biosynthetic process; response to wounding	75	371.33	87.33	323	108.67	136.67	53	141.33	106.33	161.33
AT1G25450	3-ketoacyl-CoA synthase 5	secondary metabolism.wax	pollen tube development; response to light stimulus; response to cold; very long-chain fatty acid metabolic process; fatty acid biosynthetic process; metabolic process; cuticle development; lipid biosynthetic process	115.67	295.33	102.33	192.67	136	418	191.33	254.67	123.33	326
AT3G02520	general regulatory factor 7	signalling.14-3-3 proteins	toxin catabolic process; protein glycosylation; amino acid import; ER to Golgi vesicle-mediated transport	363.33	642	356.67	446.33	371.33	653.67	328.33	577.33	346.33	559
AT1G78300	general regulatory factor 2	signalling.14-3-3 proteins	brassinosteroid mediated signaling pathway	416	654.33	415	663.67	168	272.33	152	293.33	390.33	474.33
AT5G38480	general regulatory factor 3	signalling.14-3-3 proteins	toxin catabolic process	267.33	481.67	240.33	381	239	463.67	218.67	427.33	249.33	438.33
AT5G10450	G-box regulating factor 6	signalling.14-3-3 proteins	phosphorylation; brassinosteroid mediated signaling pathway; glycolysis; regulation of protein localization; response to cadmium ion; toxin catabolic process; gluconeogenesis; defense response to bacterium; response to salt stress	177.33	282.67	195	301.33	198.33	264.67	203.33	325	172.33	243
AT2G42590	general regulatory factor 9	signalling.14-3-3 proteins	Golgi organization; cysteine biosynthetic process; isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway; glycolysis; response to salt stress; hydrogen peroxide catabolic process; response to temperature stimulus; response to fructose stimulus; water transport; hyperosmotic response; regulation of protein localization; post-embryonic root development; response to cadmium ion	183	280.67	178.67	257	145	300.67	138	263.67	175.33	263
AT5G10660	calmodulin-binding protein-related	signalling.calcium	; pollen tube development; pollen tube growth; plant-type cell wall modification	1100	1782.33	1303	1671.67	1766.67	1793.67	1630	1924.33	1343	1643.67
AT1G09210	calreticulin 1b	signalling.calcium	response to salt stress; protein folding; systemic acquired resistance; response to heat; response to high light intensity; response to endoplasmic reticulum stress; response to oxidative stress; response to hydrogen peroxide	467.67	360.33	547	256	334	171	369	194	678.67	125
AT3G10300	Calcium-binding EF-hand family protein	signalling.calcium	mitochondrion localization; heat acclimation; actin filament-based movement; ; peroxisome localization; Golgi localization	403	448	409.33	425	231.67	149.33	224.33	135	468.67	397.67
AT2G27030	calmodulin 5	signalling.calcium		440	365.33	514.33	346.33	332.67	133.67	239.67	131	427.67	196.67
AT5G07340	Calreticulin family protein	signalling.calcium	response to hydrogen peroxide; protein folding; response to heat; response to endoplasmic reticulum stress; response to high light intensity	340.67	89.33	431.67	59.67	365.33	41	507.67	43.67	589.67	69.67
AT5G21274	calmodulin 6	signalling.calcium	calcium-mediated signaling	295.67	246.33	315.67	200	213.33	96.67	196.33	104	303.67	146
AT5G20010	RAS-related nuclear protein-1	signalling.G-proteins	protein import into nucleus; response to cadmium ion; GTP catabolic process; nucleocytoplasmic transport; response to salt stress; small GTPase mediated signal transduction; intracellular protein transport; signal transduction	547	619	557.33	559.67	468.67	536	489.67	498.67	591.33	487.33
AT5G08650	Small GTP-binding protein	signalling.G-proteins	ncRNA metabolic process; chlorophyll biosynthetic process; thylakoid membrane organization; pentose-phosphate shunt; photosynthesis; rRNA processing; chloroplast relocation; response to red light; isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway; response to far red light; response to blue light	352.67	340	384.67	333.67	307	625.67	304	605.33	314	586.67
AT1G52240	RHO guanyl-nucleotide exchange factor 11	signalling.G-proteins	microtubule-based process; root hair cell development; pollen tube growth; microtubule cytoskeleton organization; root development	6.67	113.33	12.67	128	1109	110.33	1652	31	80.33	91.67
AT1G02130	RAS 5	signalling.G-proteins	ER to Golgi vesicle-mediated transport; response to cadmium ion; protein transport; small GTPase mediated signal transduction	253	514	225	420.67	167	311.33	176.33	291	307	438
AT5G55190	RAN GTPase 3	signalling.G-proteins	intracellular protein transport; protein import into nucleus; GTP catabolic process; mRNA export from nucleus; signal transduction; nucleocytoplasmic transport; small GTPase mediated signal transduction	272.67	236.33	269.67	245.67	192.67	162.67	212.67	159	286.33	178.33
AT4G19640	Ras-related small GTP-binding family protein	signalling.G-proteins	cellular membrane fusion; small GTPase mediated signal transduction; response to chitin; Golgi vesicle transport; vesicle-mediated transport; protein transport	118	328.67	122.33	293	175.67	239.33	158.67	203	174.33	309.67
AT3G46060	RAB GTPase homolog 8A	signalling.G-proteins	small GTPase mediated signal transduction; glucose catabolic process; D-xylose metabolic process; protein transport; ethylene mediated signaling pathway	145	298.33	125.33	254.67	84.33	173	87.67	164.67	157.33	242
AT3G06483	pyruvate dehydrogenase kinase	signalling.in sugar and nutrient physiology.pyruvate dehydrogenase kinase	protein autophosphorylation; cellular cation homeostasis; divalent metal ion transport	117	239.33	117.67	240.33	222	494.33	199	464	130.67	253.33
AT3G22840	Chlorophyll A-B binding family protein	signalling.light	cellular response to high light intensity; cellular response to UV-A; cellular response to red light; response to cold; cellular response to heat; photoprotection; flavonoid biosynthetic process; cellular response to far red light; regulation of chlorophyll biosynthetic process; response to karrikin; positive regulation of seed germination; response to UV; anthocyanin-containing compound biosynthetic process; response to sucrose stimulus; cellular response to blue light; response to UV-B	17.67	15	18.33	4.33	2547.67	35.33	4029.67	17.33	29.67	13.67
AT4G18810	NAD(P)-binding Rossmann-fold superfamily protein	signalling.light	mRNA modification; stomatal complex morphogenesis	361.33	417.67	372	373	585.67	222.33	770	173	298.67	299.33
AT3G45780	phototropin 1	signalling.light	chloroplast accumulation movement; regulation of proton transport; regulation of transcription. DNA-dependent; protein autophosphorylation; chloroplast avoidance movement; protein phosphorylation; regulation of stomatal movement; response to sucrose stimulus; phosphorelay signal transduction system; negative regulation of anion channel activity by blue light; signal transduction; response to high light intensity; response to red light; response to far red light; phototropism; response to blue light	308	172.33	422.67	221.33	133	181	86	322	309.67	340.33
AT3G18890	NAD(P)-binding Rossmann-fold superfamily protein	signalling.light	photosynthesis. light reaction; mRNA modification; stomatal complex morphogenesis	398	223.67	423.33	306	249.67	85.33	195.67	87	320	97.33
AT4G08920	cryptochrome 1	signalling.light	DNA repair; photomorphogenesis; blue light signaling pathway; circadian rhythm; regulation of unidimensional cell growth; protein autophosphorylation; oxidation-reduction process; anthocyanin-containing compound metabolic process; response to blue light; regulation of meristem growth; circadian regulation of calcium ion oscillation; response to water deprivation; stomatal movement; detection of light stimulus; singlet oxygen-mediated programmed cell death; regulation of proton transport	104.33	243	124	226.67	161.67	327.67	160.33	411.67	152.33	373.67
AT5G67385	Phototropic-responsive NPH3 family protein	signalling.light	response to light stimulus	92.33	242.33	92.67	227	131.67	302	151	320	109	341
AT1G79620	Leucine-rich repeat protein kinase family protein	signalling.receptor kinases.leucine rich repeat VIII.VIII-1	cell wall biogenesis; cell wall macromolecule metabolic process; glucuronoxylan metabolic process; protein phosphorylation; xylan biosynthetic process; transmembrane receptor protein tyrosine kinase signaling pathway	102.67	464.67	98.67	319.33	144.67	518.33	235.67	614.33	170.67	507.67
AT2G26330	Leucine-rich receptor-like protein kinase family protein	signalling.receptor kinases.leucine rich repeat XIII	asymmetric cell division; defense response to bacterium; leaf morphogenesis; regulation of cell division; regulation of cell growth; stomatal complex morphogenesis; polarity specification of adaxial/abaxial axis; defense response to fungus; regulation of organ morphogenesis; vasculature development; regulation of anthocyanin biosynthetic process; plant-type cell wall organization; inflorescence morphogenesis; regulation of meristem growth; regulation of cell adhesion; transpiration	164.67	374	148	399.67	43.33	63.67	12.67	71.33	135	309
AT5G64940	ABC2 homolog 13	stress.abiotic	transport	758	570.67	871.33	586	500	595	378.67	681.33	638	705
AT3G17020	Adenine nucleotide alpha hydrolases-like superfamily protein	stress.abiotic.cold	response to cold; protein targeting to vacuole; response to molecule of fungal origin	221	365.67	219.67	324.67	292.67	168	240	111.67	258.33	283
AT4G15910	drought-induced 21	stress.abiotic.drought/salt	response to water deprivation; embryo development; response to abscisic acid stimulus	20.67	105.33	29.33	209	152.67	441.33	588	685	57	181.67
AT1G26850	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	stress.abiotic.drought/salt		309	233.67	343	204.33	209	111.33	180.33	143.33	391.67	172.33
AT2G41430	dehydration-induced protein (ERD15)	stress.abiotic.drought/salt	response to salt stress; response to water deprivation; response to bacterium; water transport; glycolysis; response to absence of light; hydrogen peroxide catabolic process; hyperosmotic response; response to high light intensity; response to cadmium ion; Golgi organization; response to temperature stimulus; regulation of protein localization	121.33	182.33	125.33	161	245	224.33	314.33	427	146.67	148
AT5G64030	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	stress.abiotic.drought/salt		182.33	223.67	206.67	200.67	104.67	131.33	106.33	179	205.67	180
AT1G30360	Early-responsive to dehydration stress protein (ERD4)	stress.abiotic.drought/salt		89	152	81.33	83	170.33	305.33	268	267	154	118
AT4G24280	chloroplast heat shock protein 70-1	stress.abiotic.heat	response to cold; ovule development; protein folding; protein targeting to chloroplast; chloroplast organization; response to cadmium ion	1474.67	1373	1614	1702.33	1710.67	2169.33	1697.67	2021	1120.33	2154.33
AT3G44110	DNAJ homologue 3	stress.abiotic.heat	protein folding; response to salt stress; regulation of ATPase activity; N-terminal protein myristoylation; positive regulation of flower development; photoperiodism. flowering	516.33	1014.33	502.33	906.67	1067.33	1410.67	1165.33	1686	908	1643.67
AT2G04030	Chaperone protein htpG family protein	stress.abiotic.heat	chloroplast organization; protein import into chloroplast stroma; response to heat; response to salt stress; ovule development; response to chlorate; protein folding; de-etiolation; embryo development ending in seed dormancy; response to water deprivation	631.67	628.33	744	708	1640.33	721	1432	516.67	683	748
AT3G09440	Heat shock protein 70 (Hsp 70) family protein	stress.abiotic.heat	response to heat; protein folding; response to virus; response to karrikin; response to hydrogen peroxide; glucose catabolic process; response to cadmium ion; response to high light intensity	533	949.67	549	796	565.67	895.67	542.33	1211.33	781.33	1552
AT3G12580	heat shock protein 70	stress.abiotic.heat	response to cadmium ion; protein folding; response to high light intensity; response to virus; response to bacterium; protein ubiquitination; response to endoplasmic reticulum stress; response to heat; response to hydrogen peroxide; response to temperature stimulus	461.33	839.67	478.67	731	491	767	471.33	997.67	688.67	1299.33
AT5G56000	HEAT SHOCK PROTEIN 81.4	stress.abiotic.heat	protein folding	858.67	676	864.67	460.67	672.67	433.33	795.67	412.33	910.67	747
AT1G79940	DnaJ / Sec63 Brl domains-containing protein	stress.abiotic.heat	protein folding; endoplasmic reticulum unfolded protein response	180.67	184	194.67	257	181.33	259.33	220	294.67	204.67	235.33
AT1G79920	Heat shock protein 70 (Hsp 70) family protein	stress.abiotic.heat		221.33	225	279	209	211.67	171.67	217.67	170.67	245.67	208
AT4G09350	Chaperone DnaJ-domain superfamily protein	stress.abiotic.heat	protein folding	130	261	123.33	241.33	167.33	281.67	142	206	154	272
AT5G21430	Chaperone DnaJ-domain superfamily protein	stress.abiotic.heat		142.67	290.33	149	394	165.33	191.33	132.67	154.67	129.33	192.33
AT2G22360	DNAJ heat shock family protein	stress.abiotic.heat	protein folding; response to heat	104.33	210	99	230	136.67	299.67	159.67	297	97.67	243.67
AT5G52640	heat shock protein 90.1	stress.abiotic.heat	response to hydrogen peroxide; response to heat; protein folding; defense response to bacterium. incompatible interaction; defense response to bacterium; response to arsenic-containing substance; response to high light intensity	195.67	176	226.33	128.33	186	116.33	204.33	111.33	223.33	219.33
AT2G42750	DNAJ heat shock N-terminal domain-containing protein	stress.abiotic.heat	protein folding	345	64	346	35.67	234.33	20.67	205.33	14.33	387.67	42.67
AT4G24190	Chaperone protein htpG family protein	stress.abiotic.heat	protein folding; response to heat; hyperosmotic response; response to salt stress; regulation of meristem structural organization; Golgi organization; response to endoplasmic reticulum stress; N-terminal protein myristoylation; response to cold; response to water deprivation; glycolysis; regulation of meristem growth; response to temperature stimulus; gluconeogenesis; response to cadmium ion; response to hydrogen peroxide; protein secretion; water transport; response to high light intensity	191.67	141	235.67	64.33	235	41	258	33	375	61.67
AT4G05420	damaged DNA binding protein 1A	stress.abiotic.light	regionalization; negative regulation of transcription. DNA-dependent; protein glycosylation; reproductive structure development; negative regulation of photomorphogenesis; positive regulation of cell proliferation; trichome morphogenesis; DNA repair; floral organ formation; mitotic cell cycle; cell adhesion; response to red or far red light; actin nucleation; cytokinesis by cell plate formation; regulation of organelle organization; gravitropism	130.67	235.67	145.33	228	207.33	299.67	245.33	293.33	149.67	269
AT4G02260	RELA/SPOT homolog 1	stress.abiotic.touch/wounding	guanosine tetraphosphate metabolic process; response to wounding	140.33	352.67	200	382.33	375.33	569.67	404.67	560.33	179.67	536.33
AT1G19660	Wound-responsive family protein	stress.abiotic.touch/wounding	nucleotide-excision repair; response to wounding	128.67	260	121	248.67	523.33	254.33	689	195	263.67	229.33
AT5G20630	germin 3	stress.abiotic.unspecified	stomatal complex morphogenesis; response to cytokinin stimulus; peptidyl-cysteine S-nitrosylation; response to cold; photosynthesis. light reaction; divalent metal ion transport; defense response to bacterium; cellular cation homeostasis	2449.67	648.33	2326.33	896.33	40.33	1.67	2	1.67	1187.67	60
AT1G72610	germin-like protein 1	stress.abiotic.unspecified	divalent metal ion transport; ; cellular cation homeostasis; stomatal complex morphogenesis	932.67	274.67	875.67	354.67	16.67	0.67	1	1	414.67	29.67
AT3G12500	basic chitinase	stress.biotic	carbohydrate metabolic process; cell wall macromolecule catabolic process; nitrate transport; jasmonic acid and ethylene-dependent systemic resistance. ethylene mediated signaling pathway; response to cadmium ion; response to nitrate; defense response to fungus	896.67	1457	1541	4547.33	4736.33	90	435.33	79	871.67	54
AT1G70830	MLP-like protein 28	stress.biotic	defense response	154.67	38	192.67	25	1250	76.33	629	36	103	13.67
AT1G05850	Chitinase family protein	stress.biotic	root hair elongation; glucosinolate biosynthetic process; growth; cell tip growth; coumarin biosynthetic process; cell wall organization; response to salt stress; response to cytokinin stimulus; root epidermal cell differentiation; carbohydrate metabolic process; anthocyanin accumulation in tissues in response to UV light; root hair cell differentiation; response to cadmium ion; cysteine biosynthetic process; hyperosmotic response; response to cold; polysaccharide biosynthetic process; Golgi organization; response to water deprivation; cellulose biosynthetic process; auxin polar transport; defense response to bacterium; multidimensional cell growth; glycolysis; regulation of hormone levels; response to temperature stimulus; lignin biosynthetic process; cell wall macromolecule catabolic process; pattern specification process; regulation of salicylic acid metabolic process; response to heat; response to abscisic acid stimulus; water transport; cellulose metabolic process; response to fructose stimulus; regulation of cell size; response to nitrate; regulation of carbohydrate biosynthetic process; regulation of meristem growth; root morphogenesis; response to wounding; response to desiccation; carbohydrate biosynthetic process; calcium ion transport	314.67	469.33	353	379.33	136	46	70	42	335.33	301
AT1G64140		stress.biotic		87.33	188.67	93.67	187.67	137.33	207.33	162.33	240.33	156.33	147.33
AT3G01500	carbonic anhydrase 1	TCA	defense response to fungus. incompatible interaction; systemic acquired resistance. salicylic acid mediated signaling pathway; response to cold; photosynthesis. light reaction; carbon utilization; defense response to bacterium; response to chitin; regulation of plant-type hypersensitive response; regulation of stomatal movement; defense response. incompatible interaction; protein targeting to membrane; negative regulation of defense response; pentose-phosphate shunt; jasmonic acid mediated signaling pathway; regulation of multi-organism process; regulation of hydrogen peroxide metabolic process; MAPK cascade; detection of biotic stimulus; defense response to fungus; salicylic acid biosynthetic process; response to carbon dioxide	17269.67	7085.67	20960.33	17693	23629.33	5077	13269.67	6648.67	18302.33	5202.33
AT1G23730	beta carbonic anhydrase 3	TCA	carbon utilization	2498.33	1058.67	2911.33	2586	2862.33	813.33	1777.67	962	2571.67	760
AT4G13430	isopropyl malate isomerase large subunit 1	TCA	glucosinolate biosynthetic process; maltose metabolic process; glycolysis; gluconeogenesis; starch biosynthetic process; response to cadmium ion; response to salt stress; metabolic process; cellular amino acid biosynthetic process	149.33	234	150.67	232.33	197.67	269	201	240.67	156.67	248
AT1G04410	Lactate/malate dehydrogenase family protein	TCA	response to salt stress; glycolysis; Golgi organization; hyperosmotic response; response to temperature stimulus; water transport; response to cadmium ion; gluconeogenesis; response to zinc ion; response to cytokinin stimulus	941	346	995	338.67	1046.67	335.33	1140.67	266.67	836	244.67
AT5G58330	lactate/malate dehydrogenase family protein	TCA	glucosinolate biosynthetic process; starch biosynthetic process; photosystem II assembly; plastid organization; maltose metabolic process; rRNA processing; response to redox state; positive regulation of catalytic activity	406	441.33	408.67	386.67	828.67	516.33	809	413.33	491.67	578.67
AT1G79750	NADP-malic enzyme 4	TCA	fatty acid biosynthetic process; embryo development ending in seed dormancy; malate metabolic process; proteasomal protein catabolic process; gluconeogenesis; oxidation-reduction process; cytoskeleton organization; seed germination; protein homotetramerization	148.67	306	153.33	230.67	586.67	491	780	427.33	279	323.33
AT2G19900	NADP-malic enzyme 1	TCA	malate metabolic process; gluconeogenesis; proteasomal protein catabolic process; cytoskeleton organization; protein homooligomerization; oxidation-reduction process	93.33	215	102	160	412	324.33	578.67	288.67	227.33	247
AT4G00570	NAD-dependent malic enzyme 2	TCA	malate metabolic process; oxidation-reduction process	127.33	214	146.67	210.67	158	141.33	156	133	196.33	164.67
AT3G55410	2-oxoglutarate dehydrogenase. E1 component	TCA	response to cadmium ion; metabolic process; tricarboxylic acid cycle; oxidation-reduction process	110	288.33	138.67	260	241	266.67	222	236	169.67	288
AT2G05710	aconitase 3	TCA	response to salt stress; glycolysis; water transport; response to superoxide; response to reactive oxygen species; response to cadmium ion; protein glycosylation; protein N-linked glycosylation; response to abscisic acid stimulus; isocitrate metabolic process; citrate metabolic process; response to oxidative stress; response to iron ion; ethylene mediated signaling pathway; ubiquitin-dependent protein catabolic process; photosynthesis; hyperosmotic response; response to temperature stimulus; Golgi organization; response to carbohydrate stimulus; iron ion homeostasis; photorespiration; gluconeogenesis; response to misfolded protein; response to auxin stimulus; proteasome core complex assembly; metabolic process	543.33	176.33	631.33	160.67	568.67	73.67	694	73.67	789.67	107.67
AT1G65930	cytosolic NADP+-dependent isocitrate dehydrogenase	TCA	proteasome core complex assembly; response to salt stress; Golgi organization; isocitrate metabolic process; defense response to bacterium; response to cadmium ion; response to misfolded protein; response to temperature stimulus; NADP metabolic process; metabolic process; oxidation-reduction process; photorespiration; regulation of transport; response to osmotic stress; ubiquitin-dependent protein catabolic process; hyperosmotic response; glycolysis; gluconeogenesis; response to zinc ion; water transport	256.67	284	288.33	244	184.33	206.67	162.67	389.33	243.33	276.67
AT1G53240	Lactate/malate dehydrogenase family protein	TCA	response to salt stress; Golgi organization; water transport; malate metabolic process; glycolysis; hyperosmotic response; response to cadmium ion; cellular carbohydrate metabolic process; gluconeogenesis; defense response to bacterium; peptidyl-cysteine S-nitrosylation; response to cold; carbohydrate metabolic process; response to temperature stimulus; oxidation-reduction process	545	414	625.33	426	710	354.33	671.33	284.33	510	354.67
AT5G50850	Transketolase family protein	TCA	defense response to bacterium; aerobic respiration; calcium-mediated signaling; metabolic process; glycolysis; response to glucose stimulus; response to cadmium ion; response to sucrose stimulus; response to fructose stimulus	177.33	251	211	266.67	187.33	187	191	184.67	232.33	236
AT1G30120	pyruvate dehydrogenase E1 beta	TCA	fatty acid biosynthetic process; coumarin biosynthetic process; phenylpropanoid metabolic process; acetyl-CoA metabolic process; response to wounding; cellular modified amino acid biosynthetic process; metabolic process; brassinosteroid biosynthetic process; sterol biosynthetic process; polyamine catabolic process	138.33	184.33	136	190.33	152.33	350	194	410	136.33	176.33
AT1G48030	mitochondrial lipoamide dehydrogenase 1	TCA	hydrogen peroxide catabolic process; response to cadmium ion; cell redox homeostasis; response to light stimulus; oxidation-reduction process	699	820	670	847.67	509.67	571	360.33	526	753.33	637
